Name,GK,CB,CM,ST,RW,LB
P. Diouf,10.6,45.0,55.0,62.0,62.0,47.0
A. Tveter,12.2,46.0,56.0,61.0,59.0,45.0
H. Ascroft,8.2,61.0,51.0,47.0,49.0,60.0
Lee You Hyeon,8.6,57.0,59.0,52.0,61.0,61.0
C. Aydin,10.2,57.0,57.0,52.0,58.0,61.0
J. Möbius,8.8,36.0,55.0,57.0,61.0,44.0
J. Donacien,12.2,63.0,50.0,49.0,51.0,61.0
M. Ritter,9.8,32.0,53.0,61.0,63.0,38.0
Hendrio,11.0,36.0,54.0,58.0,62.0,43.0
Duarte Valente,9.2,61.0,61.0,58.0,59.0,61.0
F. Brignani,10.2,61.0,43.0,43.0,40.0,56.0
Y. Tokunaga,12.6,62.0,58.0,55.0,55.0,61.0
J. Sellars,12.6,40.0,55.0,59.0,62.0,46.0
D. Orgill,7.2,34.0,48.0,61.0,56.0,38.0
F. Olinga,10.6,32.0,52.0,56.0,62.0,39.0
M. Gillesphey,10.6,61.0,48.0,43.0,44.0,59.0
H. Hatao,9.0,61.0,51.0,49.0,49.0,59.0
R. Adicéam,62.8,,,,,
L. Gutiérrez,8.8,49.0,60.0,61.0,62.0,52.0
R. Flynn,11.8,48.0,61.0,58.0,63.0,54.0
E. Sorokin,10.8,61.0,42.0,41.0,37.0,55.0
R. McGree,9.4,58.0,61.0,60.0,64.0,60.0
E. Johnson,10.4,60.0,54.0,51.0,55.0,61.0
J. Sterry,10.6,63.0,54.0,52.0,56.0,61.0
J. Spencer,11.8,42.0,53.0,61.0,58.0,44.0
A. Kano,10.8,61.0,41.0,41.0,38.0,55.0
R. Shinzato,12.0,61.0,49.0,47.0,47.0,58.0
Borja Estepa,9.2,32.0,52.0,61.0,62.0,39.0
R. Costería,63.8,,,,,
M. Matsuhashi,8.8,58.0,59.0,55.0,59.0,61.0
A. Abbas,10.2,59.0,60.0,57.0,57.0,56.0
P. Kpozo,12.2,58.0,58.0,51.0,58.0,61.0
J. Lelieveld,11.6,61.0,57.0,53.0,55.0,61.0
H. Mita,11.4,62.0,61.0,56.0,60.0,63.0
H. Bilal,11.4,35.0,54.0,58.0,62.0,44.0
D. Dudka,9.6,63.0,57.0,54.0,53.0,57.0
M. Paye,12.8,40.0,57.0,61.0,66.0,46.0
J. Al Dawsari,10.6,61.0,48.0,45.0,42.0,55.0
L. Verstraete,8.4,62.0,61.0,55.0,57.0,61.0
Z. Labidi,11.4,48.0,58.0,55.0,62.0,54.0
G. Piovi,12.6,59.0,45.0,43.0,48.0,61.0
F. Franke,11.2,61.0,39.0,39.0,34.0,50.0
Y. Hashizume,8.6,58.0,59.0,53.0,59.0,62.0
A. Robledo,12.0,61.0,42.0,43.0,40.0,56.0
N. Lemus,9.8,63.0,52.0,50.0,52.0,61.0
R. Quiñones,12.0,57.0,59.0,62.0,62.0,61.0
N. Sugai,11.4,61.0,61.0,52.0,60.0,64.0
S. Anchoverri,61.2,,,,,
A. Sissako,9.0,63.0,61.0,57.0,58.0,63.0
R. Hill,11.4,55.0,61.0,56.0,57.0,56.0
A. Mayorga,8.6,62.0,56.0,55.0,56.0,61.0
J. Sánchez,11.2,46.0,58.0,61.0,64.0,54.0
A. Łukasiewicz,12.6,63.0,55.0,52.0,50.0,58.0
J. Blåbjerg,12.4,61.0,54.0,51.0,55.0,64.0
B. Fuller,10.4,63.0,52.0,51.0,50.0,61.0
F. Al Shammari,60.6,,,,,
S. Skytte,9.0,61.0,58.0,55.0,53.0,57.0
J. Day,60.6,,,,,
R. Koike,11.6,54.0,49.0,45.0,54.0,61.0
C. Ngu'Ewodo,9.6,39.0,47.0,61.0,58.0,41.0
Kim Sung Ju,9.8,60.0,63.0,60.0,63.0,61.0
O. Wijndal,9.6,58.0,56.0,49.0,59.0,61.0
Carlinhos,8.6,36.0,54.0,61.0,59.0,40.0
J. Labadie,9.6,62.0,61.0,59.0,59.0,61.0
A. Carleton,11.8,44.0,57.0,58.0,61.0,49.0
P. Asmah,9.8,58.0,53.0,48.0,56.0,61.0
Bastos,11.4,60.0,52.0,52.0,56.0,61.0
A. Majrashi,12.2,58.0,51.0,47.0,53.0,61.0
João Novais,9.2,53.0,61.0,58.0,60.0,56.0
K. Kallaste,9.4,61.0,55.0,50.0,55.0,61.0
S. Vuk,10.6,33.0,47.0,61.0,56.0,35.0
M. Coppolaro,12.6,61.0,39.0,40.0,37.0,55.0
Queijeiro,11.0,48.0,61.0,52.0,57.0,51.0
K. Al Zealaiy,13.4,48.0,55.0,58.0,61.0,52.0
C. Pain,12.8,38.0,51.0,58.0,62.0,48.0
M. Crépeau,62.2,,,,,
S. Hendrie,9.4,60.0,50.0,48.0,53.0,61.0
F. Valenčič,9.0,37.0,56.0,61.0,62.0,43.0
M. Mehlem,10.4,60.0,55.0,47.0,52.0,62.0
N. Cozza,10.2,61.0,50.0,46.0,47.0,58.0
A. Kawamoto,9.4,48.0,59.0,61.0,62.0,51.0
I. Sacko,9.8,47.0,56.0,61.0,64.0,52.0
Jesús González,9.2,61.0,50.0,46.0,46.0,58.0
K. van der Weg,9.4,67.0,52.0,49.0,49.0,61.0
Kiki,12.4,56.0,61.0,58.0,59.0,56.0
D. Sirella,15.4,60.0,60.0,55.0,58.0,61.0
F. Garcia,12.6,61.0,46.0,46.0,48.0,59.0
Kim Hyeon Wook,12.6,41.0,58.0,53.0,61.0,50.0
M. Dembélé,11.6,35.0,47.0,61.0,57.0,39.0
N. Ngcobo,8.4,38.0,58.0,55.0,62.0,49.0
R. Connolly,11.0,55.0,61.0,56.0,60.0,57.0
M. Konradsen,12.6,56.0,61.0,61.0,64.0,59.0
Y. Ota,9.2,53.0,62.0,59.0,61.0,54.0
Eliseo Falcón,10.8,61.0,45.0,41.0,40.0,56.0
J. McGlashan,10.2,39.0,52.0,54.0,60.0,50.0
J. Flannigan,9.8,52.0,61.0,59.0,61.0,53.0
T. Soares,8.0,61.0,61.0,61.0,59.0,60.0
R. Pereira de Sa,12.2,57.0,61.0,61.0,63.0,59.0
N. Schiappacasse,11.2,35.0,52.0,61.0,62.0,42.0
M. Hebo Rasmussen,13.6,58.0,61.0,55.0,58.0,58.0
N. Delgadillo,10.0,36.0,55.0,57.0,60.0,44.0
D. Faupala,11.8,36.0,49.0,61.0,58.0,38.0
G. Perrulli,10.2,47.0,61.0,57.0,61.0,54.0
J. Lopez,12.8,43.0,56.0,57.0,60.0,49.0
K. Yamakoshi,10.2,61.0,42.0,41.0,40.0,57.0
F. Neuhold,9.6,61.0,46.0,41.0,43.0,56.0
Rúben Oliveira,11.2,47.0,61.0,56.0,61.0,52.0
J. Suescún,11.8,34.0,56.0,61.0,59.0,40.0
P. Breitkreuz,12.8,35.0,47.0,61.0,54.0,36.0
Valdo Alhinho,10.4,64.0,61.0,57.0,58.0,62.0
Y. Brecher,62.4,,,,,
J. Poscoliero,9.8,61.0,51.0,46.0,48.0,60.0
D. Yao,10.6,47.0,54.0,58.0,62.0,53.0
E. Domaschke,61.6,,,,,
M. Cebula,9.2,57.0,61.0,59.0,61.0,60.0
N. Pantaleone,9.8,61.0,49.0,47.0,52.0,61.0
L. Álvarez,11.0,60.0,57.0,51.0,51.0,59.0
H. Hollis,9.6,61.0,47.0,43.0,41.0,55.0
H. Boateng,11.4,62.0,61.0,57.0,57.0,60.0
N. Albarracín,11.4,45.0,58.0,60.0,61.0,50.0
A. Druzin,11.0,60.0,59.0,56.0,56.0,60.0
Lee Sang Ki,7.8,55.0,59.0,59.0,62.0,58.0
B. Purrington,11.0,60.0,56.0,52.0,56.0,61.0
Gerardo Jiménez,8.2,35.0,49.0,61.0,53.0,35.0
P. Hellquist,10.4,55.0,61.0,61.0,61.0,60.0
C. Reppesgård,8.2,61.0,51.0,48.0,47.0,58.0
L. Moneta,9.8,51.0,58.0,58.0,61.0,53.0
J. Chianese,11.4,44.0,57.0,60.0,61.0,51.0
N. Hunt,12.0,50.0,52.0,61.0,58.0,51.0
M. Diallo,12.2,63.0,55.0,51.0,51.0,61.0
O. Cabezas,11.2,61.0,45.0,45.0,47.0,59.0
T. Vaiho,59.6,,,,,
B. Hamill,10.6,61.0,51.0,50.0,48.0,57.0
F. Woodman,61.0,,,,,
F. Ávila,11.6,50.0,58.0,52.0,59.0,55.0
D. Cortés,10.8,56.0,57.0,50.0,57.0,61.0
K. Hansen,12.6,52.0,58.0,58.0,61.0,56.0
A. Kuen,11.2,44.0,57.0,58.0,62.0,48.0
J. Stead,13.8,42.0,57.0,61.0,58.0,43.0
J. Ruddy,60.0,,,,,
G. Gül,11.8,61.0,50.0,44.0,45.0,58.0
M. Falk Olander,11.6,61.0,52.0,52.0,50.0,58.0
B. Olejnik,60.0,,,,,
A. Monsecour,10.8,61.0,53.0,46.0,49.0,61.0
G. Tetrashvili,10.6,65.0,61.0,56.0,57.0,64.0
S. Al Khaibari,11.2,61.0,39.0,39.0,35.0,54.0
F. Deli,9.4,52.0,61.0,60.0,62.0,53.0
Akieme,12.2,58.0,52.0,48.0,53.0,61.0
A. Fallatah,9.0,61.0,44.0,43.0,42.0,58.0
L. Hendrie,8.6,59.0,54.0,50.0,54.0,61.0
A. Keita,10.8,62.0,61.0,56.0,57.0,61.0
E. Binaku,10.6,59.0,53.0,53.0,56.0,61.0
B. Passi,9.6,61.0,53.0,50.0,52.0,58.0
E. Owusu,9.6,62.0,57.0,54.0,55.0,59.0
L. Sowah,12.2,58.0,59.0,56.0,58.0,61.0
O. Kristinsson,,,,,,
M. Thrane,9.8,39.0,55.0,58.0,60.0,44.0
M. Sharahili,60.4,,,,,
B. Murphy,61.8,,,,,
M. Maloca,11.8,62.0,60.0,58.0,56.0,59.0
R. Matsuda,11.2,59.0,52.0,44.0,53.0,61.0
D. Iversen,62.0,,,,,
D. Caddy,10.8,40.0,51.0,61.0,58.0,40.0
F. Lončarić,62.2,,,,,
I. Faraj,8.6,35.0,56.0,57.0,62.0,43.0
D. Gardner,4.8,50.0,61.0,62.0,64.0,56.0
V. Pollet,10.4,44.0,58.0,56.0,60.0,48.0
D. Opazo,9.6,34.0,53.0,61.0,59.0,38.0
A. Whitmore,12.4,61.0,44.0,44.0,41.0,55.0
S. Odelusi,9.0,38.0,52.0,60.0,61.0,43.0
L. Vocaj,11.2,60.0,56.0,50.0,52.0,59.0
D. Gómez,9.0,40.0,54.0,58.0,62.0,45.0
Thio Rolim,12.8,53.0,59.0,60.0,61.0,59.0
R. Jackson,12.2,56.0,54.0,56.0,59.0,61.0
Je Jong Hyeon,61.4,,,,,
V. Fedotov,9.0,38.0,56.0,57.0,61.0,48.0
Steven Prieto,9.6,40.0,49.0,61.0,56.0,39.0
R. Ragni,61.0,,,,,
Jwa Joon Hyeop,11.8,59.0,61.0,52.0,54.0,57.0
A. Shavaev,9.8,57.0,64.0,64.0,64.0,59.0
L. Kubáň,12.6,59.0,54.0,51.0,54.0,61.0
Y. Chajima,10.2,42.0,58.0,56.0,62.0,52.0
B. Niasse,61.0,,,,,
M. Heider,11.0,45.0,56.0,63.0,60.0,48.0
M. Cavallotti,61.2,,,,,
D. Loft,11.4,57.0,61.0,61.0,62.0,58.0
B. Valette,62.0,,,,,
A. Pinamonti,11.4,36.0,50.0,61.0,58.0,37.0
A. Arellano,12.6,60.0,57.0,52.0,54.0,60.0
J. Sinnott,10.6,53.0,61.0,58.0,60.0,56.0
Bae Cheon Seok,10.4,41.0,49.0,61.0,55.0,40.0
D. Barinov,10.2,61.0,57.0,53.0,54.0,60.0
F. Cobos,9.0,62.0,52.0,48.0,53.0,61.0
Arribas,9.6,40.0,53.0,61.0,60.0,44.0
N. Sangaré,10.8,57.0,47.0,48.0,51.0,61.0
M. Nzola,12.0,34.0,49.0,61.0,56.0,38.0
V. Belon,61.0,,,,,
Miguelón,10.8,58.0,52.0,46.0,53.0,61.0
J. Berrett,10.6,56.0,61.0,58.0,59.0,61.0
M. Kuttin,63.0,,,,,
De la Calzada,61.8,,,,,
R. Leal,12.6,40.0,57.0,56.0,62.0,47.0
M. Engelhardt,62.8,,,,,
E. Şehit,10.6,45.0,59.0,56.0,59.0,47.0
C. Mauersberger,12.8,45.0,58.0,54.0,60.0,52.0
R. Contreras,13.2,41.0,53.0,61.0,59.0,43.0
Y. Kobayashi,8.6,62.0,52.0,46.0,49.0,61.0
N. Bajrami,9.2,55.0,61.0,59.0,63.0,57.0
B. Knott,11.4,51.0,61.0,58.0,62.0,55.0
F. Sierralta,10.2,65.0,47.0,46.0,47.0,61.0
G. Docherty,12.0,56.0,61.0,57.0,58.0,55.0
L. Escorcia,10.6,61.0,42.0,41.0,37.0,53.0
R. Diarra,10.4,61.0,45.0,40.0,39.0,56.0
Toni Martínez,10.0,36.0,51.0,61.0,59.0,40.0
F. Wagner,9.8,56.0,61.0,60.0,59.0,57.0
J. Gammelby,11.6,62.0,59.0,61.0,60.0,61.0
D. Keita-Ruel,11.6,42.0,49.0,61.0,58.0,43.0
D. Ernst,8.4,59.0,50.0,48.0,51.0,61.0
T. Väyrynen,12.8,43.0,50.0,61.0,53.0,40.0
J. Aguirre,11.0,65.0,51.0,47.0,48.0,63.0
C. Djim,12.0,38.0,54.0,61.0,64.0,46.0
N. Rieble,8.2,60.0,52.0,48.0,52.0,61.0
K. Mohammed,11.2,61.0,50.0,46.0,46.0,57.0
D. Massey,13.0,62.0,59.0,56.0,57.0,61.0
Park Joon Kang,11.8,59.0,53.0,46.0,54.0,61.0
G. Zajkov,12.6,61.0,47.0,40.0,38.0,52.0
David de Paula,11.0,60.0,63.0,60.0,63.0,61.0
I. Azzaoui,10.8,32.0,52.0,56.0,62.0,43.0
Kim Jung Hwan,8.2,42.0,56.0,60.0,60.0,47.0
J. Sartiaguin,10.2,59.0,61.0,55.0,59.0,61.0
J. Gorenc Stanković,9.2,61.0,55.0,51.0,49.0,56.0
J. Ramírez,11.4,61.0,40.0,42.0,39.0,58.0
Roger Figueras,10.6,61.0,57.0,50.0,53.0,59.0
Cristian,11.6,61.0,48.0,43.0,39.0,54.0
H. Barry,11.6,40.0,51.0,59.0,62.0,46.0
L. Doumbouya,8.8,41.0,46.0,61.0,53.0,37.0
Aylton Boa Morte,10.8,40.0,52.0,60.0,62.0,47.0
J. Inamoto,10.8,63.0,60.0,61.0,61.0,61.0
A. Guillen,11.2,63.0,52.0,46.0,50.0,61.0
Mateus,10.0,50.0,58.0,55.0,61.0,54.0
N. Andreev,9.2,37.0,53.0,57.0,62.0,47.0
E. Rito,9.8,54.0,48.0,44.0,51.0,61.0
A. Kay,9.6,61.0,57.0,53.0,48.0,54.0
P. Drewes,61.8,,,,,
D. Delaunay,61.0,,,,,
D. Gómez,10.8,60.0,56.0,51.0,56.0,61.0
M. Buchalik,61.0,,,,,
J. Rose,10.4,60.0,59.0,55.0,59.0,61.0
C. Udoji,11.8,43.0,59.0,61.0,65.0,49.0
M. Kleihs,7.4,57.0,56.0,51.0,58.0,61.0
S. Gannon,10.8,60.0,57.0,58.0,59.0,61.0
M. Duffy,11.4,52.0,57.0,60.0,62.0,55.0
A. Pelvas,8.4,34.0,53.0,61.0,61.0,42.0
M. Biankadi,10.8,61.0,59.0,59.0,60.0,62.0
E. Agüero,13.4,59.0,61.0,56.0,55.0,59.0
C. Robertson,9.8,61.0,54.0,48.0,52.0,60.0
T. Kanai,11.8,57.0,53.0,53.0,56.0,61.0
M. Proietti,9.8,57.0,61.0,47.0,51.0,56.0
H. Norbye,12.4,57.0,55.0,58.0,59.0,61.0
T. Rehfeldt,9.2,61.0,48.0,49.0,46.0,57.0
A. Plizzari,62.6,,,,,
D. Erdoğan,8.0,56.0,61.0,54.0,57.0,56.0
Bruno,9.0,34.0,55.0,59.0,62.0,44.0
L. Candellone,9.2,44.0,57.0,63.0,62.0,49.0
L. Königshofer,59.6,,,,,
D. Schütz,10.4,37.0,53.0,57.0,61.0,46.0
J. Marriott,9.0,37.0,50.0,61.0,59.0,41.0
Yun Sang Ho,10.0,46.0,61.0,55.0,57.0,49.0
P. Vignaud,13.2,60.0,57.0,50.0,56.0,61.0
J. Lorch,9.0,60.0,55.0,52.0,54.0,61.0
J. Vidović,11.2,61.0,40.0,39.0,34.0,52.0
F. Ladapo,10.8,37.0,48.0,61.0,57.0,39.0
S. Al Masrahi,9.0,61.0,38.0,38.0,34.0,51.0
S. Furtado,7.8,56.0,57.0,51.0,58.0,61.0
E. Konsa,11.0,61.0,55.0,52.0,52.0,61.0
Ronaldo,10.2,62.0,59.0,59.0,60.0,62.0
J. Arrieta,10.2,41.0,48.0,61.0,55.0,41.0
T. Hawkridge,12.0,43.0,59.0,54.0,60.0,52.0
T. Denton,9.8,57.0,56.0,55.0,59.0,61.0
J. Ibáñez,10.2,44.0,56.0,57.0,59.0,51.0
A. Zamudio,11.4,50.0,60.0,57.0,60.0,54.0
B. Kraev,7.6,46.0,57.0,58.0,60.0,50.0
N. Hunt,10.8,63.0,56.0,53.0,54.0,61.0
K. Roos,61.4,,,,,
J. Gerlach,9.4,61.0,46.0,39.0,39.0,57.0
André Sousa,8.0,53.0,61.0,56.0,58.0,55.0
I. Ndiaye,9.4,40.0,53.0,61.0,62.0,46.0
J. Petriccione,11.6,60.0,60.0,55.0,57.0,58.0
A. Vilhjálmsson,8.8,40.0,51.0,61.0,59.0,40.0
M. Bähre,11.4,39.0,55.0,58.0,61.0,46.0
L. Kryger,10.6,50.0,58.0,63.0,61.0,50.0
M. Brahimi,9.6,52.0,61.0,61.0,64.0,56.0
Asumah,8.0,40.0,53.0,62.0,63.0,42.0
Esteve,8.2,60.0,61.0,56.0,59.0,59.0
R. Spinaci,11.0,60.0,57.0,51.0,54.0,60.0
M. Barnofsky,11.2,61.0,42.0,44.0,39.0,54.0
E. Torres,10.6,36.0,55.0,56.0,61.0,46.0
L. Jeréz Silva,10.8,64.0,56.0,56.0,56.0,61.0
M. Gómez,12.2,35.0,49.0,61.0,57.0,39.0
Y. van Osch,61.4,,,,,
H. El Helwe,11.2,40.0,54.0,59.0,62.0,45.0
W. Norris,62.2,,,,,
M. Ambrose,12.8,61.0,50.0,52.0,52.0,61.0
S. van der Lei,60.8,,,,,
M. Austin,10.4,52.0,54.0,61.0,62.0,57.0
J. Strauß,9.6,53.0,60.0,56.0,60.0,56.0
E. Goldero,12.8,53.0,59.0,60.0,61.0,59.0
O. Fane,11.0,64.0,61.0,55.0,56.0,64.0
A. Abedzadeh,60.6,,,,,
J. Cook,7.8,61.0,42.0,40.0,39.0,57.0
A. Mhawi,10.4,59.0,54.0,53.0,58.0,61.0
R. Grzelak,11.8,63.0,58.0,59.0,59.0,61.0
M. Bakaev,9.8,59.0,60.0,52.0,56.0,59.0
M. Piątkowski,11.2,35.0,50.0,61.0,57.0,38.0
O. Shevelyukhin,9.2,61.0,48.0,48.0,43.0,51.0
R. Jensen,10.8,58.0,61.0,54.0,55.0,56.0
D. Holman,12.6,39.0,50.0,61.0,59.0,43.0
Erik Ruiz,9.6,61.0,43.0,40.0,40.0,58.0
M. Ballini,11.6,64.0,53.0,49.0,49.0,60.0
P. Grazziani,61.6,,,,,
J. Ángulo,11.0,59.0,54.0,47.0,54.0,61.0
J. McCart,10.4,61.0,43.0,43.0,41.0,57.0
S. Ibrahim,12.0,38.0,48.0,61.0,58.0,40.0
G. Poussin,62.4,,,,,
C. Nava,9.8,35.0,56.0,59.0,62.0,45.0
O. Mandanda,63.4,,,,,
B. Agounon,12.6,62.0,60.0,56.0,60.0,61.0
B. Lozano,8.4,37.0,54.0,58.0,62.0,47.0
E. Ba,10.8,59.0,62.0,59.0,60.0,59.0
J. Leyton,60.6,,,,,
T. King,62.0,,,,,
P. Sarr,10.2,57.0,61.0,54.0,58.0,59.0
Aitor Lorea,10.4,38.0,53.0,57.0,62.0,46.0
Javi Alonso,11.4,60.0,61.0,55.0,57.0,59.0
B. Clifford,9.4,54.0,60.0,57.0,60.0,57.0
E. Ramírez,11.6,38.0,57.0,61.0,63.0,46.0
O. NDicka,8.8,64.0,61.0,58.0,58.0,62.0
S. Jovanović,9.8,39.0,55.0,58.0,61.0,47.0
T. Chencinski,61.4,,,,,
T. Nørgaard,60.0,,,,,
G. Gillespie,9.0,60.0,58.0,47.0,56.0,61.0
R. Gelmi,11.6,61.0,41.0,47.0,42.0,59.0
K. Yamamoto,10.4,55.0,61.0,55.0,61.0,57.0
L. D'Ath,9.0,49.0,59.0,57.0,61.0,55.0
R. Vincent,8.4,59.0,60.0,60.0,60.0,60.0
F. Baak,10.2,61.0,45.0,45.0,41.0,54.0
R. Pillot,61.4,,,,,
Z. Pliev,12.0,64.0,45.0,40.0,41.0,61.0
Víctor Ruiz,10.0,60.0,48.0,48.0,49.0,61.0
S. Nattestad,10.4,61.0,46.0,46.0,41.0,57.0
B. Renneke,9.8,35.0,55.0,57.0,62.0,44.0
D. Plessis,10.6,65.0,55.0,48.0,44.0,53.0
C. Aasbak,11.8,60.0,59.0,58.0,59.0,61.0
D. Byrtek,11.8,61.0,43.0,41.0,39.0,56.0
Álex Guanche,59.2,,,,,
F. Obilor,11.6,61.0,42.0,41.0,39.0,53.0
C. Röcker,11.2,59.0,54.0,52.0,56.0,61.0
T. Lindenhahn,12.6,58.0,61.0,57.0,60.0,62.0
K. Yeboah,13.0,36.0,50.0,61.0,61.0,42.0
F. Flórez,9.0,61.0,56.0,52.0,55.0,58.0
M. Mbaye,11.4,56.0,61.0,57.0,60.0,56.0
E. Amor,12.8,61.0,42.0,40.0,37.0,54.0
S. Salcedo,9.4,61.0,47.0,46.0,46.0,60.0
T. Eaves,9.8,46.0,49.0,61.0,52.0,42.0
Kim Young Chan,9.6,61.0,41.0,40.0,40.0,56.0
M. Rodríguez,10.4,34.0,50.0,61.0,60.0,38.0
D. Bachmann,59.4,,,,,
D. Olsson,9.2,57.0,56.0,56.0,58.0,60.0
R. Muirhead,12.6,39.0,50.0,61.0,58.0,41.0
L. Martínez,11.8,60.0,60.0,54.0,57.0,60.0
S. Nkansah,9.6,61.0,45.0,42.0,43.0,57.0
Emanuel Novo,61.0,,,,,
A. Jallow,10.8,32.0,54.0,54.0,61.0,41.0
E. Purita,11.8,58.0,58.0,57.0,60.0,60.0
A. Hyodo,11.4,56.0,61.0,60.0,58.0,55.0
A. Laukart,6.0,53.0,57.0,59.0,61.0,54.0
J. Villalba,11.0,34.0,56.0,61.0,61.0,40.0
M. Mlynikowski,9.8,58.0,54.0,52.0,55.0,61.0
J. McCourt,12.4,60.0,59.0,52.0,55.0,61.0
J. Keller,11.2,63.0,56.0,55.0,57.0,61.0
Erik Expósito,9.4,40.0,51.0,61.0,57.0,42.0
M. Oxley,63.0,,,,,
S. Eismann,11.6,63.0,55.0,46.0,48.0,60.0
T. Aasheim,10.2,48.0,55.0,59.0,61.0,52.0
C. Byrne,11.8,38.0,56.0,61.0,62.0,43.0
G. Rehak,59.6,,,,,
E. Agyiri,11.4,54.0,61.0,58.0,60.0,56.0
K. Bare,12.0,55.0,62.0,58.0,58.0,56.0
E. Kane,8.0,61.0,43.0,42.0,43.0,58.0
J. Mlakar,11.0,37.0,52.0,61.0,58.0,40.0
E. Abouchabaka,10.6,38.0,56.0,57.0,61.0,42.0
T. Haitz,10.8,61.0,43.0,41.0,38.0,54.0
M. Pawelec,12.8,65.0,56.0,51.0,52.0,61.0
R. Duffy,13.8,61.0,53.0,48.0,48.0,58.0
J. Ledesma,61.6,,,,,
J. Justin,9.0,58.0,55.0,50.0,55.0,61.0
G. Hirst,11.6,40.0,45.0,61.0,54.0,40.0
L. Watkowiak,62.8,,,,,
T. Chancalay,8.2,41.0,58.0,61.0,64.0,48.0
T. Mahrer,10.2,61.0,41.0,41.0,36.0,54.0
K. Jakob,9.8,59.0,55.0,50.0,55.0,61.0
M. Flynn,10.2,57.0,61.0,59.0,57.0,54.0
O. Lund,11.8,60.0,56.0,52.0,56.0,61.0
J. Aribo,10.0,54.0,61.0,57.0,61.0,57.0
S. Bösel,8.6,58.0,61.0,58.0,59.0,58.0
S. McConville,1.0,44.0,56.0,56.0,61.0,51.0
C. Goode,1.0,61.0,45.0,42.0,41.0,56.0
N. Smith,8.0,61.0,58.0,50.0,56.0,61.0
F. Quiroz,12.4,61.0,55.0,55.0,57.0,61.0
K. Dawson,11.6,55.0,61.0,59.0,62.0,60.0
A. Tambakis,62.0,,,,,
H. McGahey,9.4,61.0,44.0,44.0,41.0,56.0
S. Mvibudulu,11.8,46.0,53.0,61.0,60.0,50.0
C. Cercado,10.2,64.0,54.0,47.0,49.0,61.0
O. Kurt,13.6,54.0,61.0,53.0,59.0,59.0
S. Glarner,1.0,60.0,58.0,56.0,59.0,61.0
Li Lei,9.8,60.0,54.0,47.0,51.0,61.0
Moha,11.2,40.0,47.0,61.0,57.0,40.0
W. Al Anazi,7.4,56.0,61.0,56.0,60.0,58.0
M. Camargo,10.0,42.0,58.0,58.0,62.0,49.0
S. Diarra,11.2,60.0,61.0,54.0,58.0,61.0
R. Magyar,12.8,61.0,49.0,46.0,44.0,56.0
M. Ballmert,8.8,61.0,55.0,49.0,53.0,62.0
T. Gorschlüter,10.8,57.0,62.0,54.0,60.0,58.0
D. Choinière,8.2,38.0,56.0,57.0,63.0,45.0
E. Mašović,7.2,61.0,54.0,44.0,45.0,56.0
G. Leigh,9.4,60.0,52.0,55.0,57.0,61.0
S. Velázquez,11.2,62.0,61.0,53.0,61.0,63.0
J. Báez,9.0,34.0,52.0,63.0,62.0,38.0
F. Luckeneder,8.2,61.0,40.0,38.0,35.0,55.0
K. Watson,11.8,63.0,56.0,53.0,53.0,61.0
A. Bray,11.2,36.0,53.0,56.0,61.0,46.0
S. Olivares,9.4,61.0,47.0,47.0,46.0,57.0
B. Bahn,13.6,42.0,56.0,56.0,61.0,49.0
E. Ruiz,59.8,,,,,
D. Etienne Jr.,6.8,40.0,56.0,61.0,64.0,46.0
K. Eisele,62.4,,,,,
T. Brown,9.0,61.0,50.0,46.0,43.0,58.0
M. Haukås,9.8,63.0,61.0,63.0,61.0,61.0
S. Boyd,12.0,61.0,50.0,47.0,45.0,56.0
Mayoral,12.0,35.0,51.0,56.0,63.0,46.0
F. Mussa,10.0,42.0,53.0,60.0,62.0,48.0
K. Ellison,8.8,50.0,57.0,61.0,58.0,47.0
M. Pearson,12.6,63.0,53.0,55.0,54.0,61.0
J. Sheehan,12.8,55.0,61.0,58.0,59.0,56.0
J. Thomas,11.0,55.0,61.0,56.0,62.0,59.0
A. Leautey,10.0,33.0,50.0,56.0,62.0,44.0
M. Hazazi,10.6,57.0,55.0,52.0,58.0,61.0
Y. Al Musallam,10.8,61.0,40.0,40.0,33.0,53.0
C. Porter,10.6,45.0,53.0,61.0,60.0,45.0
I. La Rocca,11.2,61.0,52.0,51.0,48.0,55.0
T. Shimohira,10.6,62.0,55.0,55.0,59.0,61.0
Romay,12.8,43.0,58.0,54.0,59.0,48.0
Ione Cabrera,12.0,61.0,50.0,45.0,42.0,56.0
C. Porter,11.4,46.0,55.0,61.0,56.0,45.0
R. Harley,7.6,55.0,62.0,60.0,61.0,55.0
Y. Fujigaya,62.0,,,,,
A. Nura,8.6,59.0,50.0,55.0,57.0,61.0
J. Ingham,11.4,32.0,50.0,58.0,62.0,42.0
F. Altamirano,61.0,,,,,
H. Kılıç,9.8,58.0,61.0,54.0,58.0,59.0
G. Zabret,60.8,,,,,
M. Multhaup,11.2,45.0,56.0,57.0,61.0,51.0
D. Louiserre,11.0,54.0,61.0,53.0,56.0,55.0
J. Partington,8.0,63.0,60.0,51.0,54.0,61.0
G. Pinaud,7.4,59.0,56.0,47.0,53.0,61.0
J. Cook,8.8,41.0,57.0,60.0,62.0,48.0
H. Lennon,9.2,61.0,41.0,41.0,39.0,57.0
C. Daniel,11.6,55.0,56.0,61.0,61.0,57.0
